Age wear,break chance,Status,Hour,RTime
0.5338333333333333,0.9458122397622395,broken,0,4
0.5338333333333333,0.9458122397622395,broken,2,3
0.5338333333333333,0.9458122397622395,broken,3,2
0.5338333333333333,0.9458122397622395,broken,4,1
0.0005,0.18839370660855814,working,5,0
0.0013,0.7361274117067923,working,6,0
0.0024000000000000002,0.593630862208356,working,7,0
0.0038000000000000004,0.3981998986139159,working,16,0
0.0055,0.1501052977391989,working,17,0
0.0075,0.2892708782682968,working,18,0
0.0098,0.8864905193395239,working,19,0
0.0124,0.6685736975279304,working,20,0
0.0153,0.5956426001921838,working,21,0
0.0185,0.13352215931887668,working,22,0
0.022,0.5165967569646924,working,23,0
0.025799999999999997,0.12833300658649271,working,32,0
0.029899999999999996,0.2412479850032816,working,33,0
0.0343,0.781090021781697,working,34,0
0.03899999999999999,0.8907404296179409,working,35,0
0.04399999999999999,0.7863812437244626,working,36,0
0.04929999999999999,0.515006215899009,working,37,0
0.05489999999999999,0.53118722353666,working,38,0
0.060799999999999986,0.3355626360045705,working,39,0
0.06699999999999999,0.4930932214877056,working,48,0
0.06749999999999999,0.2968641977294989,working,49,0
0.0683,0.6070346344623706,working,50,0
0.0694,0.3821300448579892,working,51,0
0.07080000000000002,0.9725975758080381,broken,52,4
0.07080000000000002,0.9725975758080381,broken,54,3
0.07080000000000002,0.9725975758080381,broken,55,2
0.07080000000000002,0.9725975758080381,broken,56,1
0.0018480320000000003,0.8159114805633177,working,65,0
0.0026480320000000003,0.24420039936319693,working,66,0
0.003748032,0.7893105550680544,working,67,0
0.0051480319999999994,0.5674874992081043,working,68,0
0.006848031999999999,0.03209744609762366,working,69,0
0.008848031999999999,0.9229232263728663,working,70,0
0.011148031999999999,0.490552471574876,working,71,0
0.013748031999999999,0.07405459597312902,working,80,0
0.016648032,0.6561123351646102,working,81,0
0.019848031999999998,0.1861397894538095,working,82,0
0.023348031999999998,0.9811288358975291,broken,83,4
0.023348031999999998,0.9811288358975291,broken,85,3
0.023348031999999998,0.9811288358975291,broken,86,2
0.023348031999999998,0.9811288358975291,broken,87,1
0.0011826964556799998,0.2559441804628735,working,96,0
0.0019826964556799997,0.5052274799600189,working,97,0
0.00308269645568,0.38649108142271427,working,98,0
0.00448269645568,0.8326405494536591,working,99,0
0.0061826964556799995,0.12323796532931286,working,100,0
0.008182696455679999,0.6299403333549574,working,101,0
0.010482696455679999,0.3996444324680939,working,102,0
0.013082696455679999,0.2650139154051776,working,103,0
0.01598269645568,0.376224733994844,working,112,0
0.019182696455679996,0.5080017663891467,working,113,0
0.022682696455679996,0.47323374642434646,working,114,0
0.026482696455679994,0.2588744686560922,working,115,0
0.030582696455679993,0.12059594755722092,working,116,0
0.034982696455679994,0.7069216684928435,working,117,0
0.03968269645567999,0.6517833599031446,working,118,0
0.04468269645567999,0.18991538087049054,working,119,0
0.04998269645567999,0.9532631745828891,broken,128,4
0.04998269645567999,0.9532631745828891,broken,130,3
0.04998269645567999,0.9532631745828891,broken,131,2
0.04998269645567999,0.9532631745828891,broken,132,1
