Age wear,break chance,Status,Hour,RTime
0.262564705882353,0.15556487567820754,working,0,0
0.263864705882353,0.6243141899773161,working,1,0
0.265664705882353,0.4292795106278513,working,2,0
0.26796470588235305,0.11421673296796186,working,3,0
0.2707647058823531,0.05994738302310221,working,4,0
0.2740647058823531,0.35838663863608167,working,5,0
0.2778647058823531,0.13722595412668404,working,6,0
0.28216470588235315,0.773071062574791,broken,7,4
0.28216470588235315,0.773071062574791,broken,17,3
0.28216470588235315,0.773071062574791,broken,18,2
0.28216470588235315,0.773071062574791,broken,19,1
0.08423776332179937,0.8694724275966368,working,20,0
0.08553776332179937,0.7674146763561703,working,21,0
0.08733776332179936,0.9778085277292837,broken,22,4
0.08733776332179936,0.9778085277292837,broken,24,3
0.08733776332179936,0.9778085277292837,broken,33,2
0.08733776332179936,0.9778085277292837,broken,34,1
0.027021879058497886,0.46616045075233303,working,35,0
0.02832187905849789,0.7883334826363942,working,36,0
0.03012187905849789,0.6888934963488998,working,37,0
0.032421879058497895,0.8633014545617329,working,38,0
0.0352218790584979,0.01270747018214391,working,39,0
0.0385218790584979,0.9576349916393744,working,48,0
0.04232187905849791,0.6955622729852201,working,49,0
0.046621879058497906,0.35664292027913,working,50,0
0.051421879058497905,0.40677846065210743,working,51,0
0.056721879058497904,0.9630036614174181,broken,52,4
0.056721879058497904,0.9630036614174181,broken,54,3
0.056721879058497904,0.9630036614174181,broken,55,2
0.056721879058497904,0.9630036614174181,broken,56,1
0.018343743534681295,0.187750479585727,working,65,0
0.019643743534681297,0.10845285433398166,working,66,0
0.0214437435346813,0.434635617123314,working,67,0
0.023743743534681304,0.5839677281140822,working,68,0
0.026543743534681304,0.8311284066818073,working,69,0
0.029843743534681305,0.4607892742313403,working,70,0
0.03364374353468131,0.4572262108469888,working,71,0
0.037943743534681315,0.5447606910095765,working,80,0
0.042743743534681314,0.9194024563498959,working,81,0
0.04804374353468131,0.44368283598304925,working,82,0
0.05384374353468131,0.5335216141493672,working,83,0
0.06014374353468131,0.871924261241727,working,84,0
0.06694374353468131,0.21123416765849168,working,85,0
0.07424374353468131,0.3970535818829848,working,86,0
0.0820437435346813,0.009916022498169141,working,87,0
0.0903437435346813,0.5664426799603257,working,96,0
0.0991437435346813,0.20180354417095203,working,97,0
0.10844374353468131,0.899063848532996,broken,98,4
0.10844374353468131,0.899063848532996,broken,100,3
0.10844374353468131,0.899063848532996,broken,101,2
0.10844374353468131,0.899063848532996,broken,102,1
0.03588474055533807,0.22703836748112938,working,103,0
0.037184740555338075,0.10004634724527861,working,112,0
0.03898474055533808,0.9099414119827834,working,113,0
0.04128474055533808,0.698269536603107,working,114,0
0.044084740555338085,0.7216008271933533,working,115,0
0.04738474055533809,0.9777064370054358,broken,116,4
0.04738474055533809,0.9777064370054358,broken,118,3
0.04738474055533809,0.9777064370054358,broken,119,2
0.04738474055533809,0.9777064370054358,broken,120,1
0.016436964383261574,0.7736837723806592,working,129,0
0.017736964383261576,0.2443601398884695,working,130,0
0.01953696438326158,0.48004181731412343,working,131,0
0.021836964383261583,0.29565094620500476,working,132,0
0.024636964383261583,0.03169710140882531,working,133,0
0.027936964383261584,0.6530715627034112,working,134,0
0.03173696438326159,0.21488165770448764,working,135,0
0.036036964383261594,0.7812892930385383,working,144,0
0.04083696438326159,0.33579512859047334,working,145,0
0.04613696438326159,0.9109946214770416,working,146,0
0.05193696438326159,0.6980049520855651,working,147,0
0.05823696438326159,0.6027825376629871,working,148,0
0.06503696438326159,0.5016169862588366,working,149,0
0.07233696438326159,0.5416447665503644,working,150,0
0.0801369643832616,0.31880811505658535,working,151,0
0.0884369643832616,0.009115427603215043,working,160,0
0.0972369643832616,0.145249890174182,working,161,0
0.1065369643832616,0.6720619755485222,working,162,0
0.11633696438326159,0.20799248975032425,working,163,0
0.12663696438326158,0.9183070919403795,broken,164,4
0.12663696438326158,0.9183070919403795,broken,166,3
0.12663696438326158,0.9183070919403795,broken,167,2
0.12663696438326158,0.9183070919403795,broken,168,1
0.044556795811016396,0.2261856278318174,working,177,0
0.0458567958110164,0.15279720893033477,working,178,0
0.0476567958110164,0.3402262597493557,working,179,0
0.049956795811016405,0.4760682764797175,working,180,0
0.05275679581101641,0.9020640116135776,working,181,0
0.05605679581101641,0.23154326108594392,working,182,0
0.05985679581101642,0.5334660909035,working,183,0
0.06415679581101642,0.7381637942409077,working,192,0
0.06895679581101642,0.4630188098792818,working,193,0
0.07425679581101642,0.07185707059929658,working,194,0
0.08005679581101642,0.06896842681445481,working,195,0
0.08635679581101642,0.6963240078503375,working,196,0
0.09315679581101642,0.06609497840531209,working,197,0
0.10045679581101642,0.21144272858784618,working,198,0
0.10825679581101641,0.24803668846287197,working,199,0
0.11655679581101641,0.3321261329415338,working,208,0
0.1253567958110164,0.35558368670100615,working,209,0
0.13465679581101642,0.9426990689750169,broken,210,4
0.13465679581101642,0.9426990689750169,broken,212,3
0.13465679581101642,0.9426990689750169,broken,213,2
0.13465679581101642,0.9426990689750169,broken,214,1
0.04924476254001038,0.10699539737535324,working,215,0
0.050544762540010384,0.483543666294015,working,224,0
0.05234476254001039,0.4890497001652262,working,225,0
0.05464476254001039,0.10136511307756069,working,226,0
0.057444762540010394,0.3011120543719594,working,227,0
0.0607447625400104,0.5870484693028326,working,228,0
0.0645447625400104,0.37626662604687655,working,229,0
0.0688447625400104,0.34543822448745365,working,230,0
0.0736447625400104,0.00802645563392057,working,231,0
0.0789447625400104,0.21226455266109423,working,240,0
0.0847447625400104,0.9186711872249086,broken,241,4
