Age wear,break chance,Status,Hour,RTime
0.17937142857142857,0.3495572416423006,working,0,0
0.18067142857142857,0.1694122911761462,working,1,0
0.18247142857142856,0.30216092132659855,working,2,0
0.18477142857142856,0.08103956686022751,working,3,0
0.18757142857142856,0.020698606551916576,working,4,0
0.19087142857142855,0.19395471159722044,working,5,0
0.19467142857142855,0.7401772958151595,working,6,0
0.19897142857142855,0.17849344252146093,working,7,0
0.20377142857142855,0.2132755471120108,working,16,0
0.20907142857142855,0.6715426675489653,working,17,0
0.21487142857142855,0.4026499414411384,working,18,0
0.22117142857142855,0.39537321634188904,working,19,0
0.22797142857142855,0.30025542009721795,working,20,0
0.23527142857142855,0.933080140850555,broken,21,4
0.23527142857142855,0.933080140850555,broken,23,3
0.23527142857142855,0.933080140850555,broken,24,2
0.23527142857142855,0.933080140850555,broken,33,1
0.21338454081632652,0.45087570562294665,working,34,0
0.2146845408163265,0.04248544265107812,working,35,0
0.2164845408163265,0.5296302861794071,working,36,0
0.2187845408163265,0.5001974816812848,working,37,0
0.2215845408163265,0.34132193860969684,working,38,0
0.2248845408163265,0.897028135067548,broken,39,4
0.2248845408163265,0.897028135067548,broken,49,3
0.2248845408163265,0.897028135067548,broken,50,2
0.2248845408163265,0.897028135067548,broken,51,1
0.2923467439868805,0.502998505353652,working,52,0
0.2936467439868805,0.5198607325014689,working,53,0
0.29544674398688053,0.11056067299693673,working,54,0
0.29774674398688056,0.025561286144747175,working,55,0
0.3005467439868806,0.4002695480711683,working,64,0
0.3038467439868806,0.18403217360791857,working,65,0
0.30764674398688063,0.8281787626190567,broken,66,4
0.30764674398688063,0.8281787626190567,broken,68,3
0.30764674398688063,0.8281787626190567,broken,69,2
0.30764674398688063,0.8281787626190567,broken,70,1
0.5325893717487508,0.6593120622582249,broken,71,4
0.5325893717487508,0.6593120622582249,broken,81,3
0.5325893717487508,0.6593120622582249,broken,82,2
0.5325893717487508,0.6593120622582249,broken,83,1
0.0007999999999999999,0.31950543437045253,working,84,0
0.0021,0.14020887715948593,working,85,0
0.0039,0.7835596828534422,working,86,0
0.0062,0.4900975522620321,working,87,0
0.009,0.8908169344939835,working,96,0
0.012299999999999998,0.8700507449061202,working,97,0
0.0161,0.7888503284909426,working,98,0
0.0204,0.006598844821818273,working,99,0
0.025200000000000004,0.21957501913159583,working,100,0
0.030500000000000006,0.8087484193558503,working,101,0
0.036300000000000006,0.9012807552976554,working,102,0
0.042600000000000006,0.41681251717791057,working,103,0
0.049400000000000006,0.9827622623253066,broken,112,4
0.049400000000000006,0.9827622623253066,broken,114,3
0.049400000000000006,0.9827622623253066,broken,115,2
0.049400000000000006,0.9827622623253066,broken,116,1
0.03379214285714287,0.5584829063154254,working,117,0
0.03509214285714287,0.7910037606938669,working,118,0
0.03689214285714287,0.8132690641404989,working,119,0
0.03919214285714288,0.6710280936566733,working,128,0
0.04199214285714288,0.06499809730005568,working,129,0
0.045292142857142885,0.062433279941558784,working,130,0
0.04909214285714289,0.6926954457149179,working,131,0
0.05339214285714289,0.500732698571828,working,132,0
0.05819214285714289,0.38661535735145336,working,133,0
0.06349214285714289,0.1613373083150078,working,134,0
0.06929214285714289,0.495660579906923,working,135,0
0.07559214285714289,0.2873500503854337,working,144,0
0.08239214285714289,0.06998342919513811,working,145,0
0.08969214285714289,0.10922255524745261,working,146,0
0.09749214285714289,0.6604047425507378,working,147,0
0.10579214285714289,0.6713641002568347,working,148,0
0.11459214285714289,0.0876125515645616,working,149,0
0.1238921428571429,0.7011066693969266,working,150,0
0.1336921428571429,0.8881722332882898,broken,151,4
0.1336921428571429,0.8881722332882898,broken,161,3
0.1336921428571429,0.8881722332882898,broken,162,2
0.1336921428571429,0.8881722332882898,broken,163,1
0.21088765306122456,0.4867052023559727,working,164,0
0.21218765306122456,0.8791220429539316,broken,165,4
0.21218765306122456,0.8791220429539316,broken,167,3
0.21218765306122456,0.8791220429539316,broken,168,2
0.21218765306122456,0.8791220429539316,broken,177,1
0.3842534016034987,0.9700749483088323,broken,178,4
0.3842534016034987,0.9700749483088323,broken,180,3
0.3842534016034987,0.9700749483088323,broken,181,2
0.3842534016034987,0.9700749483088323,broken,182,1
0.7706791367841528,0.27044003184960186,broken,183,4
0.7706791367841528,0.27044003184960186,broken,193,3
0.7706791367841528,0.27044003184960186,broken,194,2
0.7706791367841528,0.27044003184960186,broken,195,1
0.0007999999999999999,0.02273774074409085,working,196,0
0.0021,0.7807454773000877,working,197,0
0.0039,0.5763818580161846,working,198,0
0.0062,0.9717472803575398,working,199,0
0.009,0.20059467343102866,working,208,0
0.012299999999999998,0.42505129379668627,working,209,0
0.0161,0.5230255695119082,working,210,0
0.0204,0.13638151149703226,working,211,0
0.025200000000000004,0.13321792034121993,working,212,0
0.030500000000000006,0.5043525064097771,working,213,0
0.036300000000000006,0.35381642526122936,working,214,0
0.042600000000000006,0.7164283984234148,working,215,0
0.049400000000000006,0.8692683294195003,working,224,0
0.05670000000000001,0.9578196278307891,broken,225,4
0.05670000000000001,0.9578196278307891,broken,227,3
0.05670000000000001,0.9578196278307891,broken,228,2
0.05670000000000001,0.9578196278307891,broken,229,1
0.040895000000000015,0.45027648729436154,working,230,0
0.04219500000000002,0.8222242146837736,working,231,0
0.04399500000000002,0.18234107065797023,working,240,0
0.046295000000000024,0.48743637672971474,working,241,0
0.04909500000000003,0.5602109211075483,working,242,0
0.05239500000000003,0.3036939295276757,working,243,0
0.05619500000000004,0.8335557819973884,working,244,0
0.060495000000000035,0.8573046802267514,working,245,0
